State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
2500,06/18/2021,13.3,5.63,10.1,22.1,18.3,2.55,-19.9,18.4,19.1
3400,06/18/2021,15.7,12.8,31.2,30.9,11.7,10.3,-9.85,24,35.2
3600,06/18/2021,14.7,3.2,-3.33,20.7,16.4,6.6,-10.1,21.1,24.9
4400,06/18/2021,6.41,-21,4.25,11.6,17.2,-13.7,-45.8,18.4,19.7
900,06/19/2021,9.21,9.19,-8.2,16.8,20.8,-0.964,-25.1,19.7,19
2500,06/19/2021,15,5.73,17.4,20.5,22.2,5.12,-19.6,21.1,20.6
3400,06/19/2021,16.5,12.7,34.4,32.3,16.6,9.77,-11.4,26.5,35.5
3600,06/19/2021,16,4.49,-0.338,23.6,20.2,5.99,-11.4,24.1,27.2
4400,06/19/2021,5.61,-19.4,11,12.2,17.3,-20.6,-40.7,17.9,18.7
900,06/20/2021,7.89,9.99,-8.7,18,22.3,-1.79,-27.5,18,15.3
2500,06/20/2021,14,6.1,20.9,18.9,21.2,1.6,-22.3,20.9,21.1
3400,06/20/2021,15.8,11.8,38.1,29.5,19.1,9.87,-13.8,26.2,32.8
3600,06/20/2021,15.3,6.15,1.05,22.1,21.6,6.28,-12.9,23.4,24.8
4400,06/20/2021,5.77,-19.1,15.9,8.94,19,-29.7,-28.2,18,17.7
900,06/21/2021,7.46,8.38,-9.9,19.4,21.2,-4.25,-26.6,19.4,18.3
2500,06/21/2021,14.5,6.97,22.2,19.7,22.6,2.44,-25.9,21.4,20.8
3400,06/21/2021,16.9,12.9,37.5,30.4,20.6,9.35,-12.7,27.2,33.2
3600,06/21/2021,15.2,6.06,2.33,23.7,21,4.62,-14,22.8,24.2
4400,06/21/2021,7.2,-17.8,22.8,6.5,19.6,-34,-29.9,18.4,17.7
900,06/22/2021,8.42,8.13,-4.96,21.1,23.5,-4.55,-29.8,21.4,20.1
2500,06/22/2021,14.4,6.93,18.8,19.7,22.3,1.9,-27.1,22.2,22.6
3400,06/22/2021,17.8,13.4,42.6,32.9,21.8,8.73,-12.4,29,35.6
3600,06/22/2021,15.7,6.27,2.41,24.8,22.7,2.99,-14,23.9,24.7
4400,06/22/2021,3.02,-18.1,-6.34,3.87,14.4,-37,-47.6,15.7,17
900,06/23/2021,8.44,9.71,-3.2,20.4,24,-1.58,-30.5,20.4,18.2
2500,06/23/2021,14.7,8.63,18.2,20.6,21.4,1.58,-24.8,20.9,20.9
3400,06/23/2021,17.5,15.9,39,31.7,22.1,6.42,-10.9,28.3,33.9
3600,06/23/2021,15.6,8.66,1.71,23.8,22.5,3.33,-15,23,23.3
4400,06/23/2021,4.07,-14.2,-3.82,3.75,14.4,-29.8,-40.9,15.7,16.9
900,06/24/2021,9.29,9.62,1.04,20.1,23.4,4.35,-31,19.5,17
2500,06/24/2021,15.6,9.02,22,18.9,20.3,-1.21,-20,19.9,20
3400,06/24/2021,18,14.7,42.5,30.8,19.8,11.6,-9.84,26.3,32.2
3600,06/24/2021,15.4,8.17,-3.6,22.8,20.5,7.63,-17.2,22.3,23.7
4400,06/24/2021,6.09,-12.7,1.73,7.08,12.8,-20,-42.5,17.8,22.2
900,06/25/2021,9.27,11.9,-0.414,14.1,19.7,0.532,-31.1,15.4,12.7
2500,06/25/2021,14.8,8.32,20.6,16.6,18.4,1.6,-19.9,17.3,16.8
3400,06/25/2021,16.9,13.9,42.5,26.6,17,10.3,-9.23,23.3,29
3600,06/25/2021,14.4,7.53,-2.16,19,18.1,7.03,-17.2,19.8,21.1
4400,06/25/2021,5.72,-11.5,-0.27,5.46,11.9,-3.47,-40.3,19.4,26.1
900,06/26/2021,9.05,11.6,0.344,9.29,17.1,5.45,-29.2,11.9,8.7
2500,06/26/2021,13.2,8.28,22.1,14,14.5,-0.632,-22.6,13.5,13
3400,06/26/2021,15.8,13.7,39.7,23.3,13.8,9.14,-8.73,20.8,27.1
3600,06/26/2021,13,6.01,-1.96,16.6,14.2,8.82,-16.7,16.7,18.6
4400,06/26/2021,-1.08,-11.1,-8.64,-1.07,9.83,-2.77,-36.3,15.4,20.1
900,06/27/2021,9.77,10.3,2.48,8.05,14.2,10,-27.1,12.5,11.4
2500,06/27/2021,12.5,7.37,21.2,14.5,13.2,3.84,-18.8,11.8,11.1
3400,06/27/2021,14.7,11.8,36.1,22.9,11,7.57,-7.82,18.8,26
3600,06/27/2021,12.6,5.62,-2.19,16.2,11.7,10.6,-16,15,17.6
4400,06/27/2021,-0.476,-9.02,-19,-3.41,5.88,-2.69,-28.6,13,19.3
900,06/28/2021,9.92,12,7.66,5.39,14.4,14,-29.1,10.7,8.38
2500,06/28/2021,12,7.09,19.3,16.3,12.1,0.197,-12.6,11.1,10.8
3400,06/28/2021,14.4,11.3,34.1,23,11.7,9.53,-8.44,19.7,27.1
3600,06/28/2021,12.9,6.74,-2.21,16.5,12.5,11.6,-15.5,15.8,18.4
4400,06/28/2021,-0.0024,-9.98,-20.3,-2.24,3.69,-10.5,-18.3,12.5,20.5
900,06/29/2021,10.3,12.6,3.54,4.2,15.7,10.9,-29.9,10.5,7.23
2500,06/29/2021,12.3,7.43,22,15.1,12.2,3.23,-11.2,10.5,9.59
3400,06/29/2021,14.3,12.4,34.1,22.6,12.5,6.42,-7.76,19.8,26.5
3600,06/29/2021,12.7,8.44,0.532,15.7,12.6,15.5,-17.4,15.7,18.1
4400,06/29/2021,2.75,-9.19,-18.3,-1.56,8.27,-12.1,-19,14.2,19.3
900,06/30/2021,10.5,11.8,1.83,4.72,16.3,10.3,-29.8,11,7.68
2500,06/30/2021,12.6,9.27,21.2,12.4,11.5,10.3,-15.5,10.3,9.91
3400,06/30/2021,14.5,11.6,33.4,21.4,13.4,6.07,-7.78,19.5,25.1
3600,06/30/2021,13.3,8.21,-1.49,16,14.2,17,-16.9,16.3,17.9
4400,06/30/2021,3.69,-9.84,-28.4,-6.03,11.7,-22.1,-25.4,15,17.6
900,07/01/2021,9.99,11,-9.07,3.68,14.7,12.4,-25.6,10,7.06
2500,07/01/2021,12.3,9.54,8.12,14.4,11.6,14.7,-18.6,10.7,10.7
3400,07/01/2021,13.9,11.5,19.7,21.2,13.3,4.44,-8.79,19.5,25.2
3600,07/01/2021,13.5,8.22,-3.44,16.5,14.8,14.7,-16.2,16.5,17.9
4400,07/01/2021,6.94,-8.66,-39.8,-5.93,12,-29,-16.6,11.7,10.9
900,07/02/2021,8.92,7.94,-12.4,6.06,14.8,9.18,-24.4,10.7,7.97
2500,07/02/2021,12.3,9.45,-0.158,17.9,10.5,18.7,-17.7,12.6,15.4
3400,07/02/2021,14,9.62,17.7,22.6,13.9,6.39,-11.9,20.3,26.2
3600,07/02/2021,13.5,6.68,-7.58,18.3,14.3,12.8,-18.8,16.4,18.1
4400,07/02/2021,8.52,-9.46,-46.3,-3.29,7.77,-37.2,-12.3,10.5,12.4
900,07/03/2021,7.68,7.58,-15.4,6.67,9.63,11.1,-24.9,8.81,8.26
2500,07/03/2021,10.3,6,-5.41,17.7,2.56,28,-14.1,8.28,14.8
3400,07/03/2021,12.8,7.66,14.1,22.5,10.9,7.56,-13.4,18.3,25.2
3600,07/03/2021,11.6,4.26,-13.2,15.8,9.3,15.5,-20.5,13.1,16.3
4400,07/03/2021,14.3,-13.8,-51.2,-0.591,4.46,-35.7,-14.3,9.48,13.6
900,07/04/2021,14.4,7.86,-12,8.62,12.9,25.8,-20.1,11.6,10.7
2500,07/04/2021,17.7,9.27,-0.133,21.6,7.79,44.6,-14.2,14.2,21.5
3400,07/04/2021,18.3,8.86,19.6,23.7,11.8,27,-13.7,20.2,28.2
3600,07/04/2021,17.6,4.71,-8.07,20.7,11.1,34.4,-17.9,16.6,21.5
4400,07/04/2021,15.5,-13.2,-45.3,6.65,6.84,-2.4,-12.1,16.1,24.2
900,07/05/2021,8.54,11.1,-16.6,8.44,16.6,0.472,-19.7,11.2,7.83
2500,07/05/2021,13.5,13.2,2.95,21.2,12.4,21.3,-21.5,15.2,18.8
3400,07/05/2021,13.3,13.8,18.7,23.7,15.6,-5.04,-14.7,21.1,26.3
3600,07/05/2021,12.9,9.74,-7.82,18.8,14.8,5.83,-20.6,16.6,18.1
4400,07/05/2021,8.56,-4.74,-35.7,-1.21,10,-5.63,-25.3,8.5,6.64
900,07/06/2021,9.49,9.74,-12.7,8.99,16.7,8.95,-22.2,12.5,9.79
2500,07/06/2021,13.8,11.1,2.11,21.6,12.7,23.5,-19.3,15.9,19.8
3400,07/06/2021,15.3,11.6,19.9,23.9,15.7,7.47,-13.6,22.2,28.2
3600,07/06/2021,14.4,7.79,-8.73,19.6,16.5,8.14,-17.7,18.2,19.6
4400,07/06/2021,10.2,-4.38,-38.7,-1.8,7.88,-8.86,11.4,10.7,12.8
900,07/07/2021,9.65,11.8,-12,9.09,15.4,4.94,-21.9,11.5,8.97
2500,07/07/2021,13.3,11,1.3,23.1,12.9,17,-19.3,17.1,21.9
3400,07/07/2021,15.5,12.4,20.9,26,15.2,8.45,-14.8,23.2,30.6
3600,07/07/2021,14.7,8.63,-8.39,21.1,17.4,5.77,-17.7,19.9,21.9
4400,07/07/2021,9.51,-5.74,-32.6,4.02,6.08,-12.1,11.9,13.8,20.4
900,07/08/2021,8.99,10.9,-6.34,8.56,18.8,-5.86,-26.2,12.6,8.58
2500,07/08/2021,12.4,12.8,10.2,20.9,13.7,8.98,-18.8,16.8,20.5
3400,07/08/2021,14.9,12.9,31.9,25.5,14.7,5.8,-13.4,22.9,30.5
3600,07/08/2021,13.6,8.3,-2.53,20.1,17,2.32,-18.7,18.9,20.5
4400,07/08/2021,6.18,-5.49,-24.5,0.562,9.29,-15.3,19,15.7,21.1
900,07/09/2021,9.32,13.4,-3.08,7.38,18,-6.67,-26.4,11.6,7.51
2500,07/09/2021,11.4,11.9,17,17.9,12.1,0.503,-18.6,14.1,16.7
3400,07/09/2021,15,15.2,34.9,26.5,13.1,3.22,-11.7,22.2,30.8
3600,07/09/2021,13,9.16,1.78,19.3,16.3,1.68,-17.8,18.5,20.2
4400,07/09/2021,3.23,-4.75,-23.1,0.495,8.11,-18.5,12.5,14.2,19.5
900,07/10/2021,9.16,13.7,-7.4,9.81,18,-9.38,-27.2,12.9,9.65
2500,07/10/2021,10.5,12.6,11.5,19.4,13,-2.72,-17.3,15.2,17.8
3400,07/10/2021,13.9,15.1,34,26.4,11.3,-1.46,-8.61,21.2,30.4
3600,07/10/2021,11.6,10.4,-0.341,18.2,15.4,-4.03,-18.4,16.7,17.7
4400,07/10/2021,7.17,-6.73,-20.8,7.93,8.88,-21.8,17.6,14.9,20.1
900,07/11/2021,8.5,12.8,-10.6,11.2,18.9,-14.8,-27.9,13.9,10.6
2500,07/11/2021,9.89,11.1,10.3,17.9,12.8,-13.1,-18.7,15.5,18.5
3400,07/11/2021,13.6,14.4,34.4,28.2,11.1,-4.41,-10,22.2,32.7
3600,07/11/2021,11.2,10.5,-1.55,20.6,15.9,-12.4,-18.8,18,19.8
4400,07/11/2021,4.08,-11.6,-12,12.4,10.1,-25,-12.7,16.6,22.3
900,07/12/2021,10.8,14.3,-8.65,13,20.6,-10.6,-26.3,14.8,11.1
2500,07/12/2021,10.8,12.6,11.4,17.1,13.1,-6.86,-21.5,15.8,18.9
3400,07/12/2021,14.8,14.6,36.5,30.4,10.8,-3.44,-9.7,22.8,34.2
3600,07/12/2021,12.1,10.1,0.243,21.9,16.4,-8.63,-19.4,18.8,20.7
4400,07/12/2021,5.24,-12.1,-19.9,11.7,11.7,-4.27,-7.59,14.5,17.2
900,07/13/2021,9.85,11.4,-11,14,18.5,-9.74,-25.5,14.2,11.2
2500,07/13/2021,9.3,11,9.46,19,9.89,-8.46,-22,14.4,19.2
3400,07/13/2021,13.2,12,34.6,31.5,8.04,-2.95,-10.8,21.2,33.7
3600,07/13/2021,11.5,8.93,0.224,22.9,14,-5.07,-18.8,17.6,20.5
4400,07/13/2021,6.24,-15.3,-10.6,18.8,11,7.03,-9.58,17.5,23.5
900,07/14/2021,8.93,9.55,-11.6,12.8,17.2,-6.55,-23.2,14.1,12
2500,07/14/2021,10.2,10.5,9.03,20.7,9.63,-5.51,-20.8,13.9,18.4
3400,07/14/2021,12.4,11.4,31.8,31,6.97,-3.53,-10.7,20.3,33.1
3600,07/14/2021,10.7,8.34,-1.69,21.9,12.4,-2.05,-19.9,16.1,19.1
4400,07/14/2021,6.09,-14.8,-11.3,23.9,10.7,-18.3,-17.6,15.2,19.7
900,07/15/2021,9,11.4,-8.79,14.6,15.5,-1.89,-23.1,14.8,14.3
2500,07/15/2021,10.7,11.4,6.45,21.8,8.36,0.898,-20.6,12.6,17.3
3400,07/15/2021,13,11.9,30.7,31.9,7.07,-0.687,-10.7,20.7,33.7
3600,07/15/2021,11.5,9.33,0.772,23.9,12.4,0.247,-20,17.2,21.1
4400,07/15/2021,5.76,-16.1,-20,23.1,7.68,-16,-21.2,14.2,20.9
900,07/16/2021,9.03,11.5,2.17,15.4,17.8,3.64,-22.8,15.3,13.6
2500,07/16/2021,10.6,12.9,8.3,21.8,10.1,7.74,-22.3,13.2,16.8
3400,07/16/2021,13.2,11.4,30.1,31.4,7.74,0.86,-7.64,21,33.7
3600,07/16/2021,12.5,10.7,4.76,23.8,12.7,4.11,-17.8,17.3,21.1
4400,07/16/2021,6.07,-17.8,-13.9,21.1,13,-13.8,-23.2,15.1,17.8
900,07/17/2021,8.7,12.1,7.47,14.1,18,5.59,-24.3,15.4,13.7
2500,07/17/2021,10.9,14.1,16.1,20.7,10.3,6.51,-22.9,12.4,14.8
3400,07/17/2021,13.9,12.1,27,30.6,9.06,6.27,-8.92,21.1,32.5
3600,07/17/2021,13.4,10.6,5.89,24.4,13,6.34,-17.1,18.4,22.9
4400,07/17/2021,6.66,-19.2,-15.3,16,15.9,-11.5,-33,16.1,17.2
900,07/18/2021,9.42,12.8,11.1,14.5,20,6.58,-24,16.3,13.9
2500,07/18/2021,12,15.9,20.4,22.9,11.5,8.74,-24,13.7,16.2
3400,07/18/2021,15.2,13.6,25.9,30.7,10.8,9.26,-6.38,21.9,32.2
3600,07/18/2021,13.8,11.6,7.22,24.2,13.2,14.5,-16.8,18,22
4400,07/18/2021,8.53,-18.6,-25.2,13.3,17.3,-9.31,-19.8,15.5,14.9
900,07/19/2021,9.25,12.8,8.3,15.3,20.4,4.52,-23.3,17.3,15.2
2500,07/19/2021,11.7,14.5,21.4,24,11,10.9,-25.1,13.5,16.4
3400,07/19/2021,15.6,14.7,23.4,29.8,12.1,10.3,-6.62,22.1,31.3
3600,07/19/2021,14.1,11.5,6.55,24.1,13.6,16.3,-16.7,18.5,22.6
4400,07/19/2021,8.15,-17.8,-14.9,13.9,17.8,-15.9,-24.4,14.9,12.9
900,07/20/2021,9.25,12.9,11.6,14,17.8,4.36,-25.7,15.7,14.4
2500,07/20/2021,12.5,15.5,21.9,23,12.1,12.9,-25.3,13.9,16
3400,07/20/2021,15.9,15.4,21.2,29.5,12.5,8.67,-6.5,22.2,31.2
3600,07/20/2021,14.1,11.7,7.04,24,14.3,14.7,-18.8,19.1,23
4400,07/20/2021,5.44,-19.5,-20.1,7.93,17.5,-22.6,-48.1,13,9.42
900,07/21/2021,9,13.5,11.6,13.7,20.1,3.28,-29.3,15.6,12.8
2500,07/21/2021,12,15.4,24.9,22.2,13.5,12.3,-25.8,14.4,15.5
3400,07/21/2021,16,15.6,22.8,28.3,13.7,8.93,-6.3,22.4,30.6
3600,07/21/2021,14.3,12.5,8.79,24.4,15.1,11.1,-17.7,19.9,23.8
4400,07/21/2021,5.9,-18.6,-26.1,1.57,17.6,-30.7,-41.1,13.7,10.6
900,07/22/2021,10.5,13.4,17.3,15,19.6,9.87,-27.9,15.5,12.8
2500,07/22/2021,12.8,14.2,32.7,22.4,13.6,14.3,-28.2,15.6,18
3400,07/22/2021,16.8,15.2,26.7,28.2,15.3,11.4,-6.52,23.9,32.1
3600,07/22/2021,14.5,13,8.77,23.1,15.3,11.4,-16.3,19.8,23.5
4400,07/22/2021,5.34,-17,-31.3,-0.691,18.4,-27.9,-39.4,13.7,9.87
900,07/23/2021,10.9,13.9,6.7,15.4,18.1,11,-30.7,16.5,15.5
2500,07/23/2021,14.3,14.2,30.9,22.4,14.7,16.3,-27,17.2,20
3400,07/23/2021,17.1,16.2,28.1,27.4,15.7,14.2,-8.74,23.6,31
3600,07/23/2021,13.8,12.7,0.656,22.8,15.7,6.67,-18.4,19.7,22.9
4400,07/23/2021,6.75,-12.6,-36.9,-0.611,17.1,-31.1,-39.8,16.3,15.9
900,07/24/2021,11.5,13.6,4.85,14.1,17.1,13.3,-28.6,15.4,14.4
2500,07/24/2021,14.5,11.7,25,22.3,13,19.6,-20.7,16.6,20.7
3400,07/24/2021,17,16.1,30.1,27.1,15.8,11.9,-9.67,23.6,31
3600,07/24/2021,13.5,12,-0.886,21.7,15.3,5.53,-19.5,19.2,22.4
4400,07/24/2021,7.59,-8.09,-41.3,-4.99,14.8,-25.3,-33,16.8,18.8
900,07/25/2021,11.5,12.5,-0.901,14.5,16.3,12.1,-28.6,15.8,15.5
2500,07/25/2021,14.4,10.7,20.5,23.9,13.4,22.2,-17.8,16.1,19.2
3400,07/25/2021,16.2,14.8,29.6,26.8,14.6,10.7,-9.59,22.4,29.8
3600,07/25/2021,13.5,9.64,-4.06,21.7,15.5,4.09,-19.5,19.6,23
4400,07/25/2021,4.62,-14,-47.2,-3,13.7,-23.5,-41.3,17.8,21.5
900,07/26/2021,10.2,11.4,-4.36,12.3,14.4,12,-28.3,14.5,14.5
2500,07/26/2021,15,10.6,20.4,22.4,14,21.5,-15.8,16.5,19.3
3400,07/26/2021,15.9,14.5,29.2,25.9,14.8,9.63,-9.64,22.4,29.7
3600,07/26/2021,12.9,10.5,-5.73,20.7,15,2.17,-19.8,19,22.3
4400,07/26/2021,4.26,-14.9,-49.8,-0.771,13.8,-22.5,-47.7,20.9,27.4
900,07/27/2021,10.7,12.3,-6.02,12.2,16.9,9.76,-25.6,16,15.4
2500,07/27/2021,14.2,9.84,19.2,21.7,13.9,20.5,-16.5,16.5,19.5
3400,07/27/2021,15.4,13.8,29.8,24.7,15.4,12.1,-8.95,22.1,28.5
3600,07/27/2021,12.4,10.2,-8.61,20,14.9,2.39,-19.9,19.1,22.5
4400,07/27/2021,3.08,-15.7,-43.4,2.09,14.6,-14.6,-54.6,19.6,24
900,07/28/2021,11.8,12.5,-7.6,12.9,15.7,11.1,-22.8,16.5,17
2500,07/28/2021,13.4,9.95,15.5,19.3,13.4,21.1,-14.2,15.2,17.4
3400,07/28/2021,15.3,14.4,27.5,24.2,15.2,12.8,-10.4,21.6,27.7
3600,07/28/2021,11.9,9.51,-9.14,18.9,14.1,3.49,-22.3,18.3,21.8
4400,07/28/2021,1.7,-15,-41.9,1.81,15.9,-21.1,-58.3,18.6,20.6
900,07/29/2021,11.2,12,-9.15,11.4,16,4.18,-23.6,17.7,18.9
2500,07/29/2021,13.3,8.19,18.7,20,13.5,18,-5.78,15.7,18.2
3400,07/29/2021,14.5,14,25.4,22.9,14,16.3,-11.4,20.1,25.8
3600,07/29/2021,12.2,8.87,-8.87,19.3,14.7,2.87,-24.1,18.5,21.7
4400,07/29/2021,5.2,-17.1,-29.4,7.57,15.6,-7.53,-61.5,21,25.5
900,07/30/2021,12.2,13.1,-5.4,11,17.8,4.54,-21.5,18.2,18.6
2500,07/30/2021,13.5,8.42,18.7,22.3,14.2,12.1,-9.71,15.8,17.8
3400,07/30/2021,14.2,13.4,26.3,22.7,14.5,15.2,-10.4,20.6,26.4
3600,07/30/2021,13.3,8.76,-6.37,20.7,15.5,8.98,-21.8,19.5,22.9
4400,07/30/2021,4.33,-18.2,-23,9.61,14.6,-0.0637,-60.2,18.9,22.1
900,07/31/2021,12.7,15.2,-3.91,13.3,20.5,6.76,-24.1,20.4,20.4
2500,07/31/2021,12.5,8.22,21.7,22.2,15.6,5.66,-17.4,16.2,17.2
3400,07/31/2021,14.9,14.5,28.7,24.3,15.8,16.1,-10.4,22.1,28
3600,07/31/2021,13.8,9.78,-2.97,21.9,16.2,12.8,-21.2,20.1,23.5
4400,07/31/2021,3.44,-21,-17,16.1,7.88,3.09,-57.1,18,27.5
900,08/01/2021,10.3,14.8,-8.5,10,18.1,6.39,-25,16.9,16.1
2500,08/01/2021,11.2,7.01,9.55,18.7,15,5.02,-21.1,15.3,15.9
3400,08/01/2021,13.8,14.8,14.9,24.7,16.4,16.7,-14.7,22.8,28.8
3600,08/01/2021,13.3,11.8,-7.36,21.8,16.5,11.4,-21.9,20.5,23.9
4400,08/01/2021,5.9,-14.4,-11.8,13,7.74,-5.92,-59.8,17.1,25.5
900,08/02/2021,11.5,15.5,-5.82,11.2,19.5,8.14,-22.7,17.3,15.8
2500,08/02/2021,11.6,5.59,10.4,20.5,15.5,8.68,-19.9,16.1,17
3400,08/02/2021,14.9,14.6,17.1,25.6,16.3,21.7,-12.7,22.8,28.9
3600,08/02/2021,14.2,11.8,-7.31,22,17.5,12.4,-20.8,20.7,23.3
4400,08/02/2021,6.94,-14.4,-12.7,17.4,8.02,-10.3,-52.1,18,27.4
900,08/03/2021,12.3,15.6,-4.18,11.7,18.9,13.4,-21.4,17,15.8
2500,08/03/2021,13,5.6,11.8,21.4,16.2,10.3,-16.9,17.4,19
3400,08/03/2021,15.7,13.5,20.7,25.2,16.5,22.3,-11.2,22.9,28.8
3600,08/03/2021,16.2,12.2,-3.03,22.9,18.6,12.8,-18.1,21.5,23.8
4400,08/03/2021,9.49,-12,-13.1,13.1,6.59,-14.6,-46.3,16.8,26.5
900,08/04/2021,12.9,15.9,-2.59,14,19.7,11.6,-25,18.6,17.8
2500,08/04/2021,14.1,5.03,12.5,24.6,16.3,7.81,-17.7,19.7,23.6
3400,08/04/2021,16.2,12.4,20.5,27.8,16.2,22.4,-8.24,23.6,30.6
3600,08/04/2021,17.2,12.7,-3.42,24.3,18.9,12.1,-16.6,22.1,24.7
4400,08/04/2021,9.45,-13,-7.95,11.6,3.16,-6.42,-44.4,15.6,28.3
900,08/05/2021,11.8,13.8,-4.43,15.1,19.3,8.18,-27.3,17,15.5
2500,08/05/2021,13.8,5.07,6.51,26.3,16.1,10.7,-22.2,19.1,22.3
3400,08/05/2021,16.5,12,19.8,29.7,16.1,18.9,-6.96,24.1,31.5
3600,08/05/2021,16.7,12,-4.95,24.2,18.1,11.6,-17.4,21.7,24.6
4400,08/05/2021,9.76,-15.2,-16.6,14,5.07,-9.73,-35.8,16.9,28.8
900,08/06/2021,11.2,10.4,-5.98,15.2,17.6,7.42,-29.6,15.4,13.9
2500,08/06/2021,13.5,4.41,7.76,25,14.8,10.8,-18.2,18.5,22.6
3400,08/06/2021,16.7,11.1,17.6,29.7,15,19,-4.86,23.5,31.4
3600,08/06/2021,16.1,11.2,-5.5,22.4,17.8,6.53,-19.6,21.1,23.9
4400,08/06/2021,10.4,-15.6,-31.1,14,6.06,-7.88,-26.3,14.8,23.8
900,08/07/2021,9.19,6.48,-7.05,13.1,15.5,-1.34,-29.9,13.4,12
2500,08/07/2021,13.8,5.02,4.78,23.2,14.2,18.4,-13.7,18.3,22.7
3400,08/07/2021,16.6,8.69,18,29.2,14.5,18.9,-2.45,23.2,31.3
3600,08/07/2021,15.9,10.1,-8.17,19.7,17.8,5.78,-19.7,20.4,22.4
4400,08/07/2021,10.9,-16,-35.2,15.2,12.7,-7.19,-33.2,16.6,20.2
900,08/08/2021,11.1,7.05,0.49,14.9,16.8,-6.92,-30.3,16.2,15.7
2500,08/08/2021,14.8,6.67,18.2,23.1,13.4,14.1,-11.2,18.9,24.8
3400,08/08/2021,17.7,7.78,28.6,28.3,13.8,19.6,2.22,22.8,31.1
3600,08/08/2021,16.4,8.37,-1.6,19.4,17.6,7.27,-19.8,19.6,21.2
4400,08/08/2021,12.3,-13.4,-31.8,14.1,11.6,-4.11,-23.6,15,18.1
900,08/09/2021,10.1,6.48,-2.55,14.7,16.2,-7.17,-33.6,15.7,15.4
2500,08/09/2021,13.5,8.18,17.7,21.7,12.7,11.4,-13,15.8,19.4
3400,08/09/2021,16.9,7.38,28,28.8,13.3,18.5,0.0177,22.4,31
3600,08/09/2021,16.7,8.05,-0.834,20.2,17.6,6.11,-20.9,19.9,21.8
4400,08/09/2021,12.9,-12.6,-29.1,4.87,13.6,1.3,-23.6,11.6,9.66
900,08/10/2021,9.11,5.58,-5.4,14.7,15.9,-9.84,-36.4,15.8,15.9
2500,08/10/2021,12,7.65,15.7,22.2,13.2,8.03,-17.1,13.8,14.7
3400,08/10/2021,16.1,8.19,23.4,30.3,12.5,17,-2.27,22.2,31.4
3600,08/10/2021,15.5,7.16,-4.72,18.6,16.9,5.56,-24.2,18.9,20.4
4400,08/10/2021,13.4,-10.9,-32.6,12.6,14.1,-2.31,-11.4,15.1,15.9
900,08/11/2021,8,5.44,-5.73,13.5,16,-7.81,-35.5,14.9,14.3
2500,08/11/2021,10.9,7.8,18.2,19.1,13,7.77,-19.6,10.1,7.57
3400,08/11/2021,16,8.71,22.1,28.1,12.5,16.8,-2.96,21.9,30.7
3600,08/11/2021,15.1,6.52,-6.64,17.5,17,5.99,-24.9,18.3,19.3
4400,08/11/2021,15.2,-11.6,-34.5,17.8,16.2,-12.8,-13.9,16.9,17.5
900,08/12/2021,9.44,8.17,-3.56,12.1,17.8,-0.0333,-36.1,15.1,13.6
2500,08/12/2021,10.1,7.97,19.6,16.5,14.3,0.53,-21.7,8.78,3.53
3400,08/12/2021,16.2,9.15,24.6,26.7,13.1,13,-4.81,21.5,29.3
3600,08/12/2021,15.7,7.69,-5.81,16.7,17.9,4.65,-24.1,18.4,18.7
4400,08/12/2021,12,-10.4,-35.7,12.2,10.5,-15.6,-21.6,8.49,6.58
900,08/13/2021,8.87,9.75,-4.48,9.9,19.1,-1.02,-36.9,15,12.6
2500,08/13/2021,8.64,7.84,19.7,14.2,14.7,-1.69,-26.2,6.87,-0.732
3400,08/13/2021,16.1,9.85,24.2,25.4,13.8,11.4,-7.21,21,27.7
3600,08/13/2021,15.8,7.98,-6.39,16.4,17.1,5.37,-22.3,17.9,18.6
4400,08/13/2021,15.2,-9.39,-23.1,5.6,11.2,-18.5,-30.5,10.4,9.57
900,08/14/2021,10.7,11.3,-5.73,11,21.7,1.2,-36.1,16,12.5
2500,08/14/2021,11.1,7.52,16.8,19.2,14.8,-1.6,-30.1,13,11.9
3400,08/14/2021,15.9,11.2,20.4,25.1,14,10.3,-8.53,21,27.6
3600,08/14/2021,15.4,8.42,-5.94,18,17.8,5.49,-22.1,18.7,19.4
4400,08/14/2021,14.7,-9.04,-22,-3.34,6.05,-21.4,-24.7,8.76,11
900,08/15/2021,11.1,12.2,-7.34,11.6,23,9.57,-36.9,15.4,10.7
2500,08/15/2021,10.8,7.71,10.4,19.6,15.6,-0.665,-31.4,15,15.3
3400,08/15/2021,15.4,12.7,20.8,23.9,14.5,8.03,-9.88,20.6,26.3
3600,08/15/2021,14.9,9.48,-7.17,17.6,17.4,2.93,-22.1,18.8,20
4400,08/15/2021,12.2,-10.8,-29.5,-2.49,5.56,-24.3,-34.4,11.1,16
900,08/16/2021,10.6,11.7,-4.02,12.7,22.8,6.25,-38.5,14.7,9.76
2500,08/16/2021,13.6,8.95,11.1,23.3,16.2,-3.97,-30.3,20.9,26.4
